1;relation;type;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;part;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;material;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;position;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;paper;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;system;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;thing;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;layer;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;resistance;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;base;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;metal;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;snow;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;mind;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;order;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;truth;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;law;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;course;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;way;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;floor;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;matter;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;expression;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;food;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;condition;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;stone;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;skin;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;line;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;substance;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;reality;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;word;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;rock;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;grain;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;ground;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;power;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;life;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
1;relation;wood;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;zestkiy
2;content;impression;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;
2;content;state;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;
2;content;idea;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;
2;content;path;firm;hard;solid;tough;fest;hart;schwer;prochniy;tverdiy;
3;whole;case;firm;hard;solid;tough;fest;hart;schwer;prochniy;;zestkiy
3;whole;man;firm;hard;solid;tough;fest;hart;schwer;prochniy;;zestkiy
3;whole;road;firm;hard;solid;tough;fest;hart;schwer;prochniy;;zestkiy
3;whole;body;firm;hard;solid;tough;fest;hart;schwer;prochniy;;zestkiy
4;group;image;firm;hard;solid;tough;fest;hart;schwer;prochniy;;
5;legal_document;sense;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;opposition;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;soul;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;world;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;woman;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;sand;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;job;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;opponent;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;movement;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;bed;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;money;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;style;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;decision;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;command;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;language;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;determination;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;heart;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
5;legal_document;fact;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy
6;imaginary_being;character;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;
7;relation;soil;firm;hard;solid;tough;fest;hart;schwer;;;zestkiy
7;relation;diagnosis;firm;hard;solid;tough;fest;hart;schwer;;;zestkiy
7;relation;tissue;firm;hard;solid;tough;fest;hart;schwer;;;zestkiy
8;enterprise;business;firm;hard;solid;tough;fest;hart;schwer;;;
9;content;judgment;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
9;content;defense;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
9;content;discipline;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
9;content;rule;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
9;content;hand;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
9;content;principle;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
9;content;structure;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
9;content;barrier;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
9;content;market;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy
10;None;knowledge;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;
10;None;government;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;
11;None;peace;firm;hard;solid;tough;fest;hart;;prochniy;;
11;None;earth;firm;hard;solid;tough;fest;hart;;prochniy;;
11;None;deposit;firm;hard;solid;tough;fest;hart;;prochniy;;
12;content;area;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy
12;content;statement;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy
12;content;attitude;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy
12;content;crust;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy
12;content;element;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy
12;content;consistency;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy
12;content;nature;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy
12;content;policy;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy
13;part;muscle;firm;hard;solid;tough;fest;hart;;;tverdiy;
13;part;bone;firm;hard;solid;tough;fest;hart;;;tverdiy;
14;content;version;firm;hard;solid;tough;fest;hart;;;;zestkiy
14;content;method;firm;hard;solid;tough;fest;hart;;;;zestkiy
14;content;event;firm;hard;solid;tough;fest;hart;;;;zestkiy
14;content;treatment;firm;hard;solid;tough;fest;hart;;;;zestkiy
15;legal_document;acceptance;firm;hard;solid;tough;fest;hart;;;;
15;legal_document;application;firm;hard;solid;tough;fest;hart;;;;
